term,pos,comment,is_case_sensitive,en,comment_en
ཀཽ་ ཌི་ ནྱ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nThe court priest in the Buddha’s father’s kingdom, who predicted the Buddha’s awakening. He became one of the Buddha’s five companions in asceticism. They renounced him when he abandoned asceticism but after his awakening they became his pupils. Kauṇḍinya was the first to convert to being his pupil and was the first of his pupils to become an arhat. Also called “Kauṇḍinyagotra” and “Ājñāta­kauṇḍinya.”\nToh 347, Lokākṣi Translator Group,v 1.0.5"
ཀཽ་ ཎྜི་ ནྱ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nSee also Ajñātakauṇḍinya.\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀོ་ ཛྭ་ རི,,place-Gurjara,yes,Gurjara,"\nA country corresponding to modern Gujarat.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀོ་ རཎྜོ,,place-Koraṇḍo,yes,Koraṇḍo,"\nA land in Godānīya.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀཽ་ རབ་ བྱ,,person-Kauravya,yes,Kauravya,"\n(1) The king of the country of Kuru. (2) A king in the past.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6"
ཀོ་ ལླ་ གི་ རི,,place-Paurṇagiri; Purṇagiri,yes,Pūrṇagiri,"\nOne of the four pīṭhas.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14"
ཀོ་ཤ་ ལཱ,,place-Kośala,yes,Kośala,"\nOne of the two auxiliary kṣetras.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14"
ཀཽ་ ཤཱམ་ བཱི,,place-Kauśāmbī,yes,Kauśāmbī,"\nHome to a group of troublesome monks who quarreled with monks from Vaiśālī.\nToh 1-1, Robert Miller and team,v 1.35.7"
ཀཽ་ ཤཱཾ་ བཱི,,place-Kauśāmbī,yes,Kauśāmbī,"\nAn ancient city, capital of Vatsa, located down the Ganges River from Rājagṛha.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22"
ཀཽ་ཤི་ཀ,,person-Kauśika,yes,Kauśika,"\nAn epithet of Indra.\nToh 103, Blazing Wisdom Translation Group,v 1.0.11\nEpithet of Śakra.\nToh 11, Padmakara Translation Group,v 1.39.3\nA rishi, usually said to be identical with Viśvamati, but his son and descendants also carried this name.\nToh 127, Peter Alan Roberts,v 1.45.16\nAn epiphet of the god Śakra.\nToh 138, Dharmachakra Translation Committee,v 1.0.14\nAn epithet of Śakra.\nToh 152, Dharmachakra Translation Committee,v 1.5.10\nAlternative name of Śakra, lord of the gods.\nToh 157, Dharmachakra Translation Committee.,v 1.1.9\nAn epithet of Śakra.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6\nAnother name of Śakra.\nToh 160, Dharmachakra Translation Committee,v 1.1.6\nAn epithet of Indra/Śakra.\nToh 175, Jens Braarvig and David Welsh, University of Oslo,v 1.0.12\nAnother name for Indra. Kauśika, Śakra, and Indra all refer to the same god, centrally prominent in the Vedas, who in Buddhist cosmogony is regarded as the king of gods in the realm of desire.\nToh 176,None,v 1.45.11\nAn epithet of Śakra.\nToh 287, Dharmachakra Translation Committee,v 1.0.11\n(1) A river in the east of Jambudvīpa. (2) A river in the ephemeral hell known as Red.\nToh 287, Dharmachakra Translation Committee,v 1.0.11\nAn epithet of Śakra.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22\nAn epithet of Śakra.\nToh 347, Lokākṣi Translator Group,v 1.0.5\nAnother name of Śakra; see definition for “Śakra.”\nToh 349, Lokākṣi Translator Group,v 1.0.3\nEpithet of Indra.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀཽ་ཤི་ཀ་ མ,,place-Kauśikama,yes,Kauśikama,"\nA river on Excellence of Exquisite Intelligence.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀོ་ས་ལ,,place-Kośala,yes,Kośala,"\nAn ancient Indian kingdom located somewhere in present day Uttar Pradesh.\nToh 103, Blazing Wisdom Translation Group,v 1.0.11\nAn ancient Indian kingdom, in present day Uttar Pradesh. Śrāvastī was its capital.\nToh 159, Ratnaśrī Translation Group,v 1.0.11\nAn ancient kingdom, northwest of Magadha, abutting Kāśi, whose capital was Śrāvastī. During the Buddha’s time it was ruled by Prasenajit.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22\nA country in ancient India.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nNone\nToh 558, Dharmachakra Translation Committee,v 1.5.16\nAn ancient kingdom, northwest of Magadha, abutting Kāśi, whose capital was Śrāvastī. During the Buddha’s time it was ruled by Prasenajit. It presently corresponds to an area within Uttar Pradesh.\nToh 71, UCSB Translation Group 2,v 0.0.12\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3\nAn ancient Indian kingdom located in present day Uttar Pradesh.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
ཀོང་ ཀ་ ན,,place-Koṅkana,yes,Koṅkana,"\nOne of the power places.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14"
ཀོང་ སྤྲུལ་ བློ་གྲོས་ མཐའ་ ཡས,,person-—,yes,Kongtrul Lodrö Thaye,"\nA famous Tibetan scholar practitioner of the nineteenth century.\nToh 231, Dharmachakra Translation Committee,v 1.30.12"
ཀཽཎ་ ཌི་ ཉ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nThe court priest in the Buddha’s father’s kingdom, he predicted the Buddha’s enlightenment, and was the first of the Buddha’s pupils to become an arhat.\nToh 127, Peter Alan Roberts,v 1.45.16\nOne of the five former spiritual friends with whom Gautama had practiced meditation before his awakening.\nToh 337, Dharmachakra Translation Committee,v 2.1.9"
ཀོན་ ཙི,,person-Kañciku (Gilgit ms.),yes,Kañcika,"\nAppears to mean “a person from Kañci.” Unidentified. Possibly a description of Pūrna, who is next in the list of the Buddha’s disciples. Alternatively this may be Kaccāna, also known as Kaccāyana, but principally as Katyayāna, one of the Buddha’s ten principal pupils.\nToh 127, Peter Alan Roberts,v 1.45.16"
ཀཽཎཌི་ ཉ་ རིགས,,person-Kauṇḍinyagotra,yes,Kauṇḍinyagotra,"\nAlternate name for “Kauṇḍinya.” Literally “of the Kauṇḍinya family.”\nToh 113, Peter Alan Roberts,v 1.2.1"
ཀཽཎཌི་ ཉ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nThe court priest in the Buddha’s father’s kingdom, who predicted the Buddha’s enlightenment. He became one of the Buddha’s five companions in asceticism. They renounced him when he abandoned asceticism but after his enlightenment they became his pupils. Kauṇḍinya was the first to convert to being his pupil and was the first of his pupils to become an arhat. Also called “Kauṇḍinyagotra” and “Ājñāta­kauṇḍinya.”\nToh 113, Peter Alan Roberts,v 1.2.1"
ཀཽཎྜི་ ནྱ་ འོད་འཕྲོ་བ,,person-Kauṇḍiṇyārcis,yes,Kauṇḍiṇyārcis,"\nOne of the tathāgatas.\nToh 138, Dharmachakra Translation Committee,v 1.0.14"
ཀཽཎྜི་ ནྱ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nOne of the five excellent companions, with whom Siddhārtha Gautama practiced asceticism near the Nairañjanā River and who later heard the Buddha first teach the Four Noble Truths at the Deer Park in Sarnath. Kauṇḍinya immediately realized its import and entered the stream, shortly thereafter becoming an arhat.\nToh 1-1, Robert Miller and team,v 1.35.7\nThe father of Maudgalyāyana.\nToh 138, Dharmachakra Translation Committee,v 1.0.14\nAn arhat and disciple the Buddha Śākyamuni. He is counted among the five wandering mendicants (parivrājaka) who initially ridiculed the Buddha’s austerities but later, after the Buddha’s awakening, became one of his first disciples and received his first discourse at Deer Park.\nToh 147, Anne Burchardi,v 1.2.18\n(1) A buddha in the past. (2) A disciple of the Buddha. (3) The name of a brahmin family.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6\nSee “Ājñāta­kauṇḍinya.”\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22\nClose disciple of the Buddha.\nToh 813, Dharmachakra Translation Committee.,v 1.1.17"
ཀཽཎྜིནྱ,,person-Kauṇḍinya,yes,Kauṇḍinya,"\nOne of the first five disciples of the Buddha.\nToh 85, Karen Liljenberg.,v 1.22.8"
ཀོའུ་ ར་པ,,person-Kaurava,yes,Kaurava,"\nThe hundred sons of King Dhṛtarāśtra, who were the enemies of their cousins, the Pāṇḍava brothers. Their family name means they are the descendants of the ancient King Kur (as were the Pāṇḍava brothers). Their battle is the central theme of the Mahābhārata, India’s greatest epic.\nToh 116, Peter Alan Roberts with Tulku Yeshi,v 2.47.19"
ཀོའུ་ ར་བ,,place-Kourava,yes,Kourava,"\nA land in the east of Jambudvīpa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀྱི་ཧུད་ ཟེར་བ་ སོ,,place-Hahava,yes,Hahava,"\nOne of the hells.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀྱི་ཧུད་ ཟེར་བ,,place-Hahava,yes,Hahava,"\nOne of the eight cold hells.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6Wailer\nOne of sixteen realms that surround the Crushing Hell. Literally, “Cries of Woe” or “Lamenting.”\nToh 287, Dharmachakra Translation Committee,v 1.0.11Hell of Lamentation\nFourth of the eight cold hells of Buddhist cosmology. It is named for the sounds its inhabitants make while enduring unthinkable cold.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22"
ཀྱི་ཧུད་ ཟེར,,place-Hahava,yes,Hell of Lamentation,"\nOne of the eight cold hells. It is named for the sounds its inhabitants make while enduring unthinkable cold.\nToh 307, Bruno Galasek with Lama Kunga Thartse Rinpoche,v 1.0.7Groans\nOne of the cold hells\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
ཀྱུ་ མཆོག,,person-Vṛṣa,yes,Vṛṣa,"\nOne of the kings of Nepal, possibly Vṛṣadeva of the seventh century.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀྱེ་ -འི་ རྡོ་རྗེ,,person-Hevajra,yes,Hevajra,"\nA wrathful deity of the heruka type.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14"
ཀྲྀ་ ཀཱི,,person-Kṛkin,yes,Kṛkin,"\nA king who is the father of the Buddha in a former life.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6Kṛkī\nMonarch who covered Buddha Kāśyapa’s reliquary stūpa and the surrounding area with four kinds of jewels to the distance of one mile.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22"
ཀྲུང་ཀྲུང་ སྒྲ་ ཅན,,place-Krauñcāna,yes,Krauñcāna,"\nA village or town. See also note https://read.84000.co/translation/UT22084-001-006.html#UT22084-001-006-3125.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6"
ཀླུ་ གྲུབ,,person-Nāgārjuna,yes,Nāgārjuna,"\nIndian commentator (fl. second century).\nToh 11, Padmakara Translation Group,v 1.39.3\nNone\nToh 113, Peter Alan Roberts,v 1.2.1"
ཀླུ་ཆེན་པོ,,term-mahānāga,yes,Mighty nāga,"\nThis term, meaning “elephant” in this context‌, is a metaphor, suggesting that those present in the assembly were leaders of considerable stature rather than followers.\nToh 11, Padmakara Translation Group,v 1.39.3"
ཀླུ་ དང་ ལྡན་པ,,place-—,yes,Endowed with Nāgas,"\nName of the world system of the thus-gone one Melody of Lions.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཀླུ་དབང,,term-nāgeśvara,yes,Nāga lord,"\nA class of celestial beings.\nToh 273, The Dharmachakra Translation Committee,v 1.2.13"
ཀླུ་དབང་ གི་ རྒྱལ་པོ,,person-Nāgeśvararāja,yes,Nāgeśvararāja,"\nA buddha in a southeastern realm.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀླུ་ མཐར་བྱེད,,person-Nāgānta,yes,Nāgānta,"\nA vidyārāja from the personal retinue of Vajrapāṇi.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀླུ་ ཟིལ་གནོན,,person-Nāgābhibhū,yes,Nāgābhibhū,"\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀླུ་ འདབ་ བཟངས་ ཀྱི་ གདོན,,term-nāga­suparṇī­graha,yes,Fine-winged nāga graha,"\nThe Sanskrit term suparṇī in nāga­suparṇī­graha, translated by the Tibetan term ’dab bzang, literally means “fine-winged” or “beautiful-leaved.” While this can be an epithet for the mythical garuḍa bird, here it seems to simply describe a general characteristic of the nāga.\nToh 558, Dharmachakra Translation Committee,v 1.5.16"
ཀླུ་ ཡི་ སོ་ཅན,,person-Nāgadanta,yes,Nāgadanta,"\nNone\nToh 558, Dharmachakra Translation Committee,v 1.5.16"
ཀླུ་ ཡི་ སྡེ,,person-Nāgasena,yes,Nāgasena,"\nOne of the ancient dynasties in Madhyadeśa.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀླུ་ རྣམ་ འཇིག,,person-Pannaganāśana,yes,Pannaganāśana,"\nOne of the garuḍa kings.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀླུ་ ལྷ,,person-Nāgadeva,yes,Nāgadeva,"\nThe name of a king who reigned over the peaceful, flourishing city Ayodhyā before the time of Buddha Śākyamuni.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22"
ཀླུ་ཤིང,,term-nāgakesara,yes,Nāga tree,"\nA species of euphorbia used in burnt offerings to get rid of nāga influences.\nToh 498, Dharmachakra Translation Group,v 3.29.4"
ཀླུ་སྒྲུབ,,person-Nāgārjuna,yes,Nāgārjuna,"\nSecond- or third-century Indian master whose writings formed the basis for the Madhyamaka tradition. In following centuries there were other masters and authors of the same name, and in Tibet all their works became attributed to one person.\nToh 127, Peter Alan Roberts,v 1.45.16\nSecond- or third-century Indian master whose writings formed the basis for the Madhyamaka tradition.\nToh 152, Dharmachakra Translation Committee,v 1.5.10\nSaint, scholar, and mystic of Buddhist India from about four hundred years after the Buddha; discoverer of the Mahāyāna sūtras and author of the fundamental Madhyamaka treatise.\nToh 176,None,v 1.45.11\nA Indian author who presumably lived in the ninth century or later. He composed two practices of Tārā preserved in the Degé Tengyur.\nToh 438, Lhasey Lotsawa Translations and Publications,v 1.2.13\nThe second- or third-century master whose teaching forms the basis of the Madhyamaka tradition.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀླུ,,term-nāga,yes,Nāga,"\nA semi-divine being similar to a large snake.\nToh 100, Dharmachakra Translation Committee,v 1.43.12\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 101, Dharmachakra Translation Committee,v 1.2.15\nA class of semidivine beings that inhabit bodies of water and act as guardians of treasure.\nToh 103, Blazing Wisdom Translation Group,v 1.0.11\nType of being in Buddhist cosmogony.\nToh 106, Buddhavacana Translation Group (Vienna),v 1.0.9\nA class of serpentine water spirits and repositors of subaquatic and subterranean treasure.\nToh 11, Padmakara Translation Group,v 1.39.3\nIn India, this was the cobra deity, which in Tibet was equated with water spirits and in China with dragons, neither country having cobras.\nToh 113, Peter Alan Roberts,v 1.2.1\nSemi-divine aquatic beings, often appearing in half-serpent, half-human form.\nToh 114, Dharmachakra Translation Committee,v 1.8.15\nIn India, this was the cobra deity, which in Tibet was equated with water spirits and in China with dragons, neither country having cobras.\nToh 116, Peter Alan Roberts with Tulku Yeshi,v 2.47.19\nA class of nonhuman beings who live in aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11\nIn India, this was the cobra deity, which in Tibet was equated with water spirits and in China with dragons, neither country having cobras.\nToh 127, Peter Alan Roberts,v 1.45.16\nA semidivine class of beings who live in subterranean aquatic environments and are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 129, Dharmachakra Translation Committee,v 1.3.21\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 131, Dharmachakra Translation Committee.,v 1.5.15\nA class of nonhuman beings with bodies that are half snake and half human.\nToh 138, Dharmachakra Translation Committee,v 1.0.14\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 144, Dharmachakra Translation Committee.,v 1.0.9\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 147, Anne Burchardi,v 1.2.18\nA class of nonhuman beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. Nāgas are associated with snakes and serpents, and often assume a snakelike appearance.\nToh 151, Dharmachakra Translation Committee,v 1.1.11\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 152, Dharmachakra Translation Committee,v 1.5.10\nA semidivine class of beings who live in subterranean aquatic environments where they are known to guard wealth and esoteric teachings. Nāgas are associated with serpents and often assume a snakelike appearance. In Buddhist art and in written accounts, nāgas are regularly portrayed as being half human and half snake, and, as mentioned in this sūtra, said to have the ability to change into human form. Some nāgas are Dharma protectors, but they can also bring retribution if they are disturbed. Nāgas likewise fight one another, wage war, and destroy the lands of others by causing lighting, hail, and flooding.\nToh 154, Dharmachakra Translation Committee.,v 1.1.8\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 157, Dharmachakra Translation Committee.,v 1.1.9\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 1-6, Bhaiṣajyavastu Translation Team,v 1.0.6\nA semidivine class of beings who live in subterranean aquatic environments and are said to hoard wealth and esoteric teachings. They are associated with snakes and serpents, and are subordinate to Virūpākṣa, the Great King of the West.\nToh 160, Dharmachakra Translation Committee,v 1.1.6\nA semidivine class of beings who live in aquatic environments and who are known to hoard wealth. They are associated with snakes and serpents.\nToh 164, Tenpa Tsering,v 1.2.11\nA semidivine class of beings that live in subterranean aquatic environments and that are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 165, Dharmachakra Translation Committee.,v 1.2.9\nNāgas are associated with springs, streams, rivers, and water in general, and among their many magical powers are the ability to produce rain.\nToh 171, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.34.7\nA semidivine class of beings who live in subterranean acquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 174, Dharmachakra Translation Committee.,v 1.1.17\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 175, Jens Braarvig and David Welsh, University of Oslo,v 1.0.12\nOne of the lords of the ocean, appearing as a great, many headed, sea dragon.\nToh 176,None,v 1.45.11\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 180, Dharmachakra Translation Committee,v 1.1.3\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 181, Dharmachakra Translation Committee,v 0.0.16\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8\nNāgas are serpent-like animals who live (invisibly) in the human realm and have an ambivalent status, on occasion positive but also frequently harmful.\nToh 193, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.20.11\nA semidivine class of beings who live in subterranean aquatic environments and who are said to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 195, Dharmachakra Translation Committee,v 1.1.2\nA class of nonhuman beings who live in subterranean acquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 201, Dharmachakra Translation Committee,v 1.1.3\nA class of semidivine beings who live in aquatic environments and who are known to hoard wealth. They are associated with snakes and serpents. \nToh 246, UCSB Buddhist Studies Translation Group–2,v 0.0.20\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 247, Dharmachakra Translation Committee,v 1.0.11\nA semidivine class of beings that live in subterranean aquatic environments and that are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 252, Dharmachakra Translation Committee,v 1.0.2\nClass of beings believed to have a snake body. There are both powerful and powerless types of nāgas.\nToh 260, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.18.11\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 266, Dharmachakra Translation Committee,v 1.0.15\nA semidivine class of beings who live in subterranean aquatic environments and are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 271, Annie Bien,v 1.1.13\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 276, Dharmachakra Translation Committee,v 1.0.1\nSnake-like mystical creature with supernatural powers belonging to the animal realm.\nToh 283, Buddhavacana Translation Group,v 2.21.5\nA serpentine class of beings associated with intelligence and wealth.\nToh 287, Dharmachakra Translation Committee,v 1.0.11\nA semidivine class of beings who live in subterranean and aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 298, Annie Bien,v 1.1.11\nA semidivine class of beings who live in subterranean aquatic environments where they are known to guard wealth and esoteric teachings. Nāgas are associated with serpents and often assume a snakelike appearance. In Buddhist art and in written accounts, nāgas are regularly portrayed as being half human and half snake, and, as mentioned in this sūtra, said to have the ability to change into human form. Some nāgas are Dharma protectors, but they can also bring retribution if they are disturbed. Nāgas likewise fight one another, wage war, and destroy the lands of others by causing lighting, hail, and flooding.\nToh 325, Sonam Tsering Ngulphu and Norzin Dolma,v 1.1.5\nNāgas belong half to the animal realm and half to the god realm (Rangjung Yeshe Dictionary). They are believed to abide in subterranean realms, having control over rain, ponds, rivers, and soil productivity. Some are Dharma protectors, but they can bring retribution if they are disturbed. Often in Buddhist arts and in written accounts, they are portrayed as being half human and half snake (Rigzin 9).\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22\nA semidivine class of beings who live in subterranean aquatic environments where they are known to guard wealth and esoteric teachings. Nāgas are associated with serpents and often assume a snakelike appearance. In Buddhist art and in written accounts, nāgas are regularly portrayed as being half human and half snake, and are said to have the ability to change into human form. Some nāgas are Dharma protectors, but they can also bring retribution if they are disturbed.\nToh 347, Lokākṣi Translator Group,v 1.0.5\nA nonhuman class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 357, Dharmachakra Translation Committee,v 1.0.14\nA class of semi-divine beings with bodies that are half human, half snake.\nToh 381, Dharmachakra Translation Committee.,v 1.11.14\nA class of nonhuman beings, half-human and half-snake.\nToh 431, Dharmachakra Translation Committee,v 2.28.10\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 44-31, Peter Alan Roberts,v 1.0.1\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 44-45, Peter Alan Roberts,v 0.0.8\nA semidivine class of beings who live in aquatic environments and who are known to hoard wealth. They are associated with snakes and serpents.\nToh 46, Dharmachakra Translation Committee,v 1.0.4\nSerpentine beings typically associated with waterways, springs, and the rains.\nToh 503, The Dharmachakra Translation Committee,v 1.0.3\nA class of terrestrial beings.\nToh 514, The Dharmachakra Translation Committee,v 1.1.11\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 54, Dharmachakra Translation Committee,v 1.0.8\nA class of semidivine beings that are half serpent, half human.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nThe name of the Bengali dynasty that ruled from the second to the early fourth centuries ce.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nClass of semi-divine serpent-like beings.\nToh 544, Dharmachakra Translation Committee,v 1.17.8\nNone\nToh 563, Dharmachakra Translation Committee.,v 1.4.7\nA nonhuman class of beings who live in subterranean and/or aquatic environments and are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 59, Dharmachakra Translation Committee,v 1.1.1\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 61, Dharmachakra Translation Committee.,v 1.2.16\nA class of nonhuman beings who live in aquatic environments and who are said to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 69, Blazing Wisdom Translation Group,v 1.1.15\nA class of nonhuman beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 71, UCSB Translation Group 2,v 0.0.12\nA class on nonhuman beings, half-snake and half-human.\nToh 747, Dharmachakra Translation Committee,v 1.0.3\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 95, Dharmachakra Translation Committee,v 4.48.3\nA semidivine class of beings who live in subterranean aquatic environments and who are known to hoard wealth and esoteric teachings. They are associated with snakes and serpents.\nToh 96, Jens Erland Braarvig,v 1.3.13"
